title,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
Hombre del año,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
La Marina,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Infame,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Banquete,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Niños pequeños,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Líbranos del mal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
El último rey de Escocia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Estados Unidos contra John Lennon,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Minibus,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Niño de hombre,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
El prestigio,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
Banderas de Nuestros Padres,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
13 tzameti,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
SIW III,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Encender un fuego,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Muerte de un presidente,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
Enjuagado,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perfume: la historia de un asesino,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
La cláusula de Santa 3: la cláusula de escape,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mamá y papá salvan el mundo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Buen año, un",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Cállate y canta,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Por tu consideración,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mierda,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Perros de tiro (también conocido como más allá de las puertas),0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Casino Royale,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Happy Feet,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vamos a prisión,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Déjà vu (deja vu),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Poli,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10 artículos o menos,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Las vacaciones,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tiempos duros,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
NACION de comida RAPIDA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tenaz d en la elección del destino,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
La historia de la natividad,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Diamante de sangre,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
La telaraña de Charlotte,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Erágil,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Rocky Balboa,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fur: ​​un retrato imaginario de Diane Arbus,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Otra película gay,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El velo pintado,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Somos Marshall,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
El buen Pastor,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Ninñas soñadas,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Escritores liberales,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cuando se rompieron los diques: un réquiem en cuatro actos,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Imperio interior,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
Los chicos de la historia,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Notas sobre un escándalo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DOA: muerto o vivo,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maldición de la flor dorada (hombre Cheng Jin Dai Huang Jin Jia),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
El buen alemán,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
Cartas de iwo jima,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Navidad negra,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Stomp the Yard,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Señorita Potter,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
American Pie presenta la milla desnuda (Pie American 5: The Naked Mile),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Venus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Primeval,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Perro alfa,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
El engancador,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Después de la boda (Efter Brylluppet),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
puente a Terabithia,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Liga de cerveza,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carne muerta,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
49 arriba,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Camarera,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Atrapar y liberar,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Aces de Smokin,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Sangre y chocolate,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
Película épica,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los mensajeros,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
Por que yo dije,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Hannibal Rising,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
Norbita,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
El jefe de todo,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cocaína Cowboys,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ratatouille,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"París, te amo (París, je t'aime)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
El agricultor de astronautas,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Despierta, Ron Borgoña",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Es una cosa de niña,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
¡El patito feo y yo!,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La odisea,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
Jinete Fantasma,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Incumplimiento,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Tyler Perry's Daddy's Pequeñas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Música y letras,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
El número 23,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
Reno 911!: Miami,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gemido de la serpiente negra,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mi padre y mi hijo (Babam ve oglum),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fábrica,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fuzz caliente,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Puerta dorada (Nuovomondo),0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Ciudadano x,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Next,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Gracia asombrosa,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2001 maníacos,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zodíaco,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Pusente III: Soy el ángel de la muerte,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
Babilonia 5: La reunión,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Jabalíes,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
El abandonado,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Entrante para 10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Mimzy, la puerta al universo",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Invaluable (Hors de Prix),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
El anfitrión,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
Convirtiéndose en Jane,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
El homónimo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Creo que amo a mi esposa,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Premonición,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
Silencio muerto,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Reina sobre mi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Orgullo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Shooter,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Las colinas tienen ojos II,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Las tortugas ninja,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Libro negro (Zwartboek),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
El puesto de observación,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Cuchillas de gloria,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
¿Ya terminamos?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa de rutina,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
La cosecha,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Conoce a los Robinsons,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hardcore americano,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Luz solar,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
El engaño,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Disturbia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Aqua Teen Hunger Force Película Película para teatros,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"Vie en Rose, LA (Môme, LA)",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Fractura,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
Vacante,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
En la tierra de las mujeres,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Vacaciones del Sr. Bean,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El invisible,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0
Patear it Old Skool,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El hombre araña 3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
Eres afortunado,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tiburón,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
La ex,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Paprika (Papurika),0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Reloj diario (docena de Dnevnoy),1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
Esto es Inglaterra,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lejos de ella,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Preñada,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Laca para el cabello,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
28 semanas después,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Jonestown: La vida y la muerte del Templo de las personas,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Shrek Tercero,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Una vez,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
Piratas del Caribe: en el fin del mundo,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bug,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
Sr. Brooks,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
El bibliotecario: regresa a las minas del rey Salomón,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
El bibliotecario: búsqueda de la lanza,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Fay Grim,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Soy un cyborg, pero está bien (Saibogujiman Kwenchana)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
La raza,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Devolución de dinero,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Trece de océano,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Ellos (ILS),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Alley Sun (Sonnenallee),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Hostel: Parte II,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Parámetro paranoico,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Reyes de las olas
",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuatro fantásticos: Rise of the Silver Surfer,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Nancy Drew,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Fido,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Prueba de la muerte,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Rescate amanecer,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
El televisor,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
El valet,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tráelo todo o nada,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El poder de las pesadillas,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Enfermo,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Poderoso corazón, un",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1408,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
Muerte en un funeral,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vive libre o muere duro,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Licencia para casarse,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Evan Todopoderoso,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Transformers,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
Harry Potter y la Orden del Phoenix,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
Ahora te pronuncio Chuck y Larry,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Primera nevada,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Paisajes fabricados,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
A través del universo,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
Hot rode,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estrella,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
La película de los Simpsons,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yo sé quién me mató,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
No reservaciones,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Charlie Bartlett,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
El ultimátum de Bourne,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Azul China,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
No diga a nadie (ne le dis à personne),0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
Muy mal,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El hombre Brice,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hora pico 3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
La última legión,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Bolas de furia,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blanco Sydney,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Reino,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Ciencia espacial,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Campamento de papá,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La invasión,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
Los diarios de la niñera,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Víspera de Todos los Santos,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sentencia de muerte,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2 días en París,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
El rey de Kong,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Taxi 4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Detrás de la máscara: el surgimiento de Leslie Vernon,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Los hermanos Solomon,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los nueve,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Planeta del terror,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3:10 a Yuma,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Dispara a todos,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Los diez,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gotti,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Expiación,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Electro,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Réquiem,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"4 meses, 3 semanas y 2 días (4 luni, 3 saptamâni si 2 zile)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sin final a la vista,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
El valiente,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
En el valle de Elah,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
niños de Diciembre,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Beso de Shanghai,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
La fiesta de caza,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Promesas del Este,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"Hombre irrazonable, un",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tekkonkinkreet (Tekkon Kinkurîto),1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Amor y otros desastres,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Entrevista,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Devolución de dinero,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Resident Evil: Extinción,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Sr. Woodcock,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiro de suerte,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dentro de lo salvaje,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
El plan de juego,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lujuria, precaución (SE, Jie)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
El buscador: la oscuridad está aumentando,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
El chico desamor,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Dan en la vida real,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
El Darjeeling Limited,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Somos dueños de la noche,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Elizabeth: la edad de oro,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Michael Clayton,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Detective,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
Lars y la chica real,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30 días de noche,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Baby Gone Gone,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
Los regresos,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weirdsville,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
El asesinato de Jesse James por el cobarde Robert Ford,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
10º y lobo,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Persecución,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Control,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
El Jane Austen Book Club,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
El último invierno,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Oveja negra,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
El borde del cielo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Vio IV,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Porque la Biblia me dice,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mi hijo podría pintar eso,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Escuadrón de élite (Tropa de Elite),1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Rey de California,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gangster americano,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
pelicula de la ABEJA,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antes de que el diablo sepa que estás muerto,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
La campana de buceo y la mariposa,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
No es país para viejos,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Ser amable rebobinado,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Itty bitty titty comité,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
August Rush,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
El hombre de la Tierra,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Leones para corderos,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
Beowulf,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Cuentos de Southland,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"Noche con Kevin Smith 2: noche más duro, un",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Harrison Bergeron,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Serví al rey de Inglaterra (Osluhoval Jsem Anglického Krále),0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
La niebla,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Encantada,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
