Película,Adventure,Animation,Children,Comedy,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,Mystery,Sci-Fi,War,Musical,Documentary,IMAX,Western
Confidence,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Identity,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
It Runs in the Family,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Decade Under the Influence, A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Manic,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
People I Know,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Spellbound,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Lizzie McGuire Movie, The",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
X2: X-Men United,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Blue Car,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Dancer Upstairs, The",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Marooned in Iraq ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Owning Mahowny,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Daddy Day Care,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man on the Train ,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Shape of Things, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Trip, The",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
101 Reykjavik ,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Chorus Line, A",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Beat Street,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Breakin' 2: Electric Boogaloo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Breakin',0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Laputa: Castle in the Sky ,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
High Society,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Kiss Me Kate,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Matrix Reloaded, The",1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
Down with Love,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cinemania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Spanish Apartment, The ",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Pokémon Heroes,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruce Almighty,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"In-Laws, The",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gigantic ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Respiro,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Finding Nemo,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Italian Job, The",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Wrong Turn,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Capturing the Friedmans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Together ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2 Fast 2 Furious ,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Whale Rider,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nevada Smith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Once a Thief ,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Silk Stockings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Crazies, The ",0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0
Murder on a Sunday Morning ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Siam Sunset,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Treasure Island,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Walk, Don't Run",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Animals are Beautiful People,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Car Wash,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Destry Rides Again,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Intervista,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Live Wire,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Shenandoah,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
Oscar,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
"6th Man, The ",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Railway Children, The",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Two Mules for Sister Sara,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Winchester '73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Man with the Movie Camera, The ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Objective, Burma!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
This Boy's Life,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Barton Fink,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Belle époque,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Flight of the Phoenix, The",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
From the Terrace,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Long, Hot Summer, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Man of Aran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Music Box,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Trial, The ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Unforgiven, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Good Burger,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jubilee,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mississippi Masala,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Shattered,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"Song of Bernadette, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Thoroughly Modern Millie,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dumb and Dumberer: When Harry Met Lloyd,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
From Justin to Kelly,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Hollywood Homicide,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Alex and Emma,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
28 Days Later,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
Charlie's Angels: Full Throttle,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Fulltime Killer ,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Ali: Fear Eats the Soul ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Bodies, Rest & Motion",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Ring of Terror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
You Only Live Once,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Anastasia,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Babe, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mr. Baseball,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Scaramouche,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Start the Revolution Without Me,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tenant, The ",0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
"What's Up, Doc?",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hulk,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Legally Blonde 2: Red, White & Blonde",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sinbad: Legend of the Seven Seas,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Terminator 3: Rise of the Machines,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Swimming Pool,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
Pirates of the Caribbean: The Curse of the Black Pearl,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"League of Extraordinary Gentlemen, The ",0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
"Cuckoo, The ",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
I Capture the Castle,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Northfork,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Bad Boys II,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
How to Deal,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Johnny English,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"Anarchist Cookbook, The",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dirty Pretty Things,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"Embalmer, The ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Garage Days,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Born to Be Wild,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Curly Sue,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Little Giants,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loose Cannons,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Mouse That Roared, The",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Masked & Anonymous,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lara Croft Tomb Raider: The Cradle of Life,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Seabiscuit,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Spy Kids 3-D: Game Over,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Buffalo Soldiers,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
Camp,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Mondays in the Sun ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Scorched,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Avanti!,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Eve of Destruction,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Kickboxer 2: The Road Back,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Kiss Me, Stupid",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"One, Two, Three",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Private Life of Sherlock Holmes, The",0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Remo Williams: The Adventure Begins,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"Blood of Heroes, The ",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"What's Up, Tiger Lily?",1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
American Wedding ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gigli,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
And Now... Ladies and Gentlemen...,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"Magdalene Sisters, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Secret Lives of Dentists, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Freaky Friday,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
S.W.A.T.,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"Divorce, Le",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Princess Blade, The ",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Step Into Liquid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Double Life, A",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Hawks and Sparrows ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gospel According to St. Matthew, The ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Umberto D.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Brother's Keeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
I Love You to Death,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Freddy vs. Jason,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
Grind,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Open Range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Shaolin Soccer ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Uptown Girls,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Splendor,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Agent Cody Banks,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Camp Nowhere,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hot Dog... The Movie,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
House of Wax,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
Man's Best Friend,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"Sure Thing, The",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Valley Girl,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Wait Until Dark,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Tokyo Story ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Green Ray, The ",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
THX 1138,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Kind Hearts and Coronets,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Atragon ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Attack of the Puppet People,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tremors,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"Red Shoes, The",0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
"Pink Panther, The",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Pink Panther Strikes Again, The",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Commando,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dracula,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"Discreet Charm of the Bourgeoisie, The ",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Waco: The Rules of Engagement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Road Home, The ",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Ikiru,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Comic Book Villains,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Angel at My Table, An",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Handmaid's Tale, The",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Revolution OS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Death in Venice ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Medallion, The",0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
My Boss's Daughter,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Autumn Spring ,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Battle of Shaker Heights, The",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Dust,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Stoked: The Rise and Fall of Gator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Jeepers Creepers 2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Bollywood/Hollywood,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Once Upon a Time in the Midlands,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dickie Roberts: Former Child Star,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Party Monster,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Taking Sides,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cabin Fever,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Matchstick Men,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Once Upon a Time in Mexico,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Dummy,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Lost in Translation,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Millennium Actress ,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Children of the Night,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gotcha!,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuffs,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Once Upon a Time in China ,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Once Upon a Time in China II ,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Once Upon a Time in China III ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Paper Moon,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Day of the Dead,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"Hello, Dolly!",0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Memoirs of an Invisible Man,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
Once Bitten,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Squirm,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"Brood, The",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Anything Else,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Cold Creek Manor,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Fighting Temptations, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Secondhand Lions,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Underworld,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
Bubba Ho-tep,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
In This World,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Duplex,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Rundown, The",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Under the Tuscan Sun,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Luther,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mambo Italiano,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Life Without Me,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
To Be and to Have ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Triplets of Belleville, The ",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Videodrome,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
Life and Debt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lagaan: Once Upon a Time in India,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Judgment at Nuremberg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Brief History of Time, A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Leningrad Cowboys Go America,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Rules of the Game, The ",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Seven Brides for Seven Brothers,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
Kiss of the Spider Woman,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
All the President's Men,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Angie,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Apartment, The ",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Avalon,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
Babette's Feast ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Beethoven,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Beethoven's 2nd,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boyz N the Hood,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Bugsy,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Bugsy Malone,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Cobra,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Phenomena ,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Crimewave,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Monty Python's The Meaning of Life,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Where Eagles Dare,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Tightrope,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sleeping with the Enemy,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
PCU,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rookie, The",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
City Heat,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Three O'Clock High,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"White Hunter, Black Heart",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Come and See ,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Ginger Snaps,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
More American Graffiti,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
It's Pat,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Regarding Henry,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Alien Contamination,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
"Amazing Transparent Man, The",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Love Affair,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Scrooge,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Leap of Faith,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Gas, Food, Lodging",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
In Cold Blood,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Campus Man,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yankee Doodle Dandy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Ninja Scroll ,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Knife in the Water ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mobsters,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Out of Time,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
School of Rock,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Station Agent, The",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wonderland,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
Bus 174 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Mystic River,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"House of the Dead, The",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Intolerable Cruelty,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kill Bill: Vol. 1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Runaway Jury,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Texas Chainsaw Massacre, The",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Pieces of April,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Returner ,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Sylvia,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Veronica Guerin,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
In the Cut,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0
Beyond Borders,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Radio,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Scary Movie 3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Brother Bear,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elephant,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Italian Job, The",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Sweet Sixteen,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Alien from L.A.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Interstate 60,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0
